_id,title,author,image,description,bookType,publishedDate,publisher,__v
64c0d88aefc452ea5c438473,Best Friends Forever: A Steamy Dad Bod Workplace Romance,L. Moone,http://books.google.com/books/content?id=8gM1EAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"So close, yet so far away… Damien and Jill get along brilliantly as colleagues and as friends. They spend endless days under the bright spotlights of the reality TV show set where they work. Just friends, without a hint of something more. But, Damien yearns for so much more. His insecurities stop him from acting on his feelings. He pushes her away when he really wants to draw her closer. Obviously she only sees him as her chubby and nerdy BFF, right? Unless... An emotional roller coaster of unrequited love, Best Friends Forever asks the age-old question: will they, or won't they? Read on now to find out. Keywords: contemporary romance, steamy romance, unrequited love, one-sided love, friends-to-lovers, best friend romance, plus size hero, plus sized hero, dad bod romance, big handsome man, big boy romance, husky men romance, husky man romance, bhm, curvy hero, regular guy romance, girl next door, shy hero, new adult, new adult romance, steamy new adult romance, sexy romance, coffee break romance",romance,2021-08-02,eXplicitTales Romance,0
64c0d88aefc452ea5c438475,If You Love Me,Ciara Knight,http://books.google.com/books/content?id=_zs6EAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"Ex-Army sergeant, Drew Lancaster demands order, but when he’s thrust into small-town politics involving crazy elders and a manipulative mayor he finds himself submerged in chaos. His only hope to navigate the strange rules of the town comes from a distractingly beautiful, mess of a woman - Carissa Donahue. As a small town girl, Carissa lives her life on a whim and a prayer. Even in the kitchen she never uses a recipe, yet her sweets are known as the best throughout the South. She has no desire to be a part of Drew’s show, but she knows it’s the town’s best option to increase tourism during a troubling economic time. If there wasn’t an upturn, she’d have to close her bakery. She can’t lose it. Owning a bakery has been her lifelong dream, and her focus since her best friend ran away with her fiancé. The icing on the project for Drew is that a colleague has promised him a spot working at a real film network if Drew can spend time with Carissa and not fall in love. Drew isn’t sure he can resist the one person he’d never date under different circumstances, nor is he sure he wants to. Can Drew convince Carissa she can trust him enough to open her heart?",romance,2021-07-27,"Defy the Dark Publishing, LLC",0
64c0d88aefc452ea5c438477,His Improper Lady,Candace Camp,http://books.google.com/books/content?id=ipD3DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"Some family secrets were never meant to be disturbed. It’s been a year since Tom Quick became a partner in the detective agency, Moreland & Quick, that he operates with his lifelong friend Constantine Moreland. When he catches an intruder breaking into the agency, obviously looking for something, it’s clear that a new case is afoot. But this intruder wears an alluring scent, moves like a trained acrobat…and is clearly an attractive woman. After a hardscrabble childhood, Desiree Malone grew up to be a talented performer, and now, she wants to find her real father. All she knows is that he’s an aristocrat, and he abandoned her and her brothers when they were small. When she finds something at Moreland & Quick that gives her a lead, she can’t help but follow it. Tom wants to help Desiree, but he’s still a little suspicious of her, even though he can’t help but be drawn to her. But as Desiree and Tom dig deeper into Desiree’s roots, they stumble on a mystery larger than either of them imagined—a mystery that threatens both their lives.",romance,2021-06-29,HQN Books,0
64c0d88befc452ea5c438479,Breach of Contract,Laramie Briscoe,http://books.google.com/books/content?id=0_ExEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"Our love can't be silenced... Everett James Thompson Known for my charismatic stage presence and being the oldest son of music royalty, I’ve always been able to do exactly what I want. Front my own band? Become one of the powerhouses in the metal genre? Make a name for myself without using that of my parents? I’ve done all of it. But when Brianna Jenkins walked into my life during a Vegas show, I knew without a doubt my carefully laid plans were over. Getting married to her after a drunken night of debauchery should’ve been the worst mistake of my life. Instead? It’s the best decision I’ve ever made, and our record company thinks so too. Or they did… Brianna Jenkins Thompson I’ve traveled the world, performed at Madison Square Garden, and sold out arenas everywhere. Nothing ever really made me nervous. That is, until I met EJ Thompson in Vegas. I needed liquid courage to talk to him, and that night changed my life forever. Gone is the girl under her parents thumb, doing everything the record company tells her, and worrying constantly. In her place is a wife. A woman who knows her worth, standing beside the man who gave her his last name, his ring, and the confidence to let her voice be heard. When the record company realizes just how much of a power couple we are; they serve us with a summons for breach of contract, expecting us to roll over. But there’s two things they can’t silence. Our voices, and our love.",romance,2021-06-12,Laramie Briscoe Books,0
64c0d88befc452ea5c43847b,The Ancient Romances,Ben E. Perry,http://books.google.com/books/content?id=pyHsDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"This title is part of UC Press's Voices Revived program, which commemorates University of California Press’s mission to seek out and cultivate the brightest minds and give them voice, reach, and impact. Drawing on a backlist dating to 1893, Voices Revived makes high-quality, peer-reviewed scholarship accessible once again using print-on-demand technology. This title was originally published in 1967.",romance,2021-05-28,University of California Press,0
64c0d88befc452ea5c43847d,Elementary Romantic Calculus,Susannah Nix,http://books.google.com/books/content?id=FLcREAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"Mia has had her whole life mapped out since she was 18. She’s supposed to follow up her math PhD with a research postdoc, but her 20-year tenure plan takes a surprise deviation when she’s forced to settle for a temporary teaching job at a small-town university. It’s not easy adapting to rural life when you’re an inveterate city girl, but Mia tries to make the best of it until she can get the heck out of Podunk—er, Crowder, Texas. Things finally start to look up after a run-in with some terrifying local wildlife sends her careening into the arms of a sexy goat farmer/cheesemaker. Mia finds herself unexpectedly drawn to Josh’s gruff cowboy charms, especially after she learns what lies behind the thick walls he’s built around his heart. The deeper their connection grows, the more Crowder starts to feel like home. But Mia can’t afford to stay. Not unless she’s willing to give up on her dream—or trade it in for a new one. ELEMENTARY ROMANTIC CALCULUS is a full-length standalone novel and the sixth book in the Chemistry Lessons series of contemporary romances featuring STEM heroines. Each book in the series focuses on a brand new couple with their own happily ever after and can be read in any order.",romance,2021-05-18,Haver Street Press,0
64c0dabbc0faf07af5fd74ae,Mostly True,Bill Daniel,http://books.google.com/books/content?id=fp19zQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"In Texas in the early 1900s, a little chalk drawing started to appear on boxcars: a minimalist sketch of a figure with a 10-gallon hat, smoking a pipe, and signed ""Bozo Texino."" This famous railroad tag defied the human lifespan, appearing over 100,000 times over 90 years. Who was Bozo Texino? Artist and filmmaker Bill Daniel set out to solve the mystery of the man behind the pipe and hat. It turned into a 25-year quest, taking Daniel on a tour of railyards and graffiti throughout the US. The result was the documentary Who is Bozo Texino? and the book Mostly True--a chronicle of modern-day hobos, rail workers, and a forgotten outsider subculture. It's full of obscure railroad nostalgia, freight riding stories, interviews with hobos and boxcar artists, historical oddities and tons of photos of modern-day boxcar tags are all presented in the guise of a vintage rail fanzine. This wonderful and historical book features photos by Tim Gibson, Gene Poon, Toby Hardman, Joan Peacock, Obscura, Coleslaw Kid, Mike Brodie, Austin McManus, Brad Wescott, Jai Janju, Akasha Rebut, Heidi Tullman, Matokie Slaughter, North Bank Fred, Hans Hansen, Smokin Joe, Eden Batki, Daniel Leen, David Pedroni. Additionally, it features graffiti artists: Bozo Texino, Herbert Meyer, Sidetrack, Smokin Joe, and illustrations by J. Alone and Laura Bellmont.",romance,2020-09-08,Travel,0
64c0dabbc0faf07af5fd74b4,Uncommon Kitchens,Sophie Donelson,http://books.google.com/books/content?id=g1uDEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"From the former editor in chief of House Beautiful, a vividly fresh collection of personality-filled kitchen designs and remodeling wisdom from innovators, designers, and creative thinkers The past few years have made us all want to rethink our living spaces, particularly our kitchens. Our inner voices are saying, “You spend a lot of time in this room. Shouldn’t it feel more like you?” Now it can. In Uncommon Kitchens, Sophie Donelson, the former editor in chief of House Beautiful, revolutionizes traditional kitchen design with a bevy of inventive ideas for makeovers both large and small. The kitchen is designed unlike any other room in the house, but that doesn’t mean you have to be hemmed in by tradition. Donelson takes a rule-breaking approach, mixing and layering styles, colors, furnishings, and layouts to make even well-trodden kitchens vividly fresh. Drawing on advice and up-to-the-minute projects from designers such as Frances Merrill, Jaqui Seerman, Victoria Sass, and many more, each personality-filled chapter is packed with liberating designs that will change your thinking about the tried-and-true kitchen. Learn from DIYers, Instagrammers, and design experts including Nate McBride, Justina Blakeney, and Athena Calderone. Be inspired by innovators such as MK Quinlan and James Coviello. Uncommon Kitchens is a collection of imaginative new spaces that will make you a quick DIY convert, packed with indispensable tips to help you revolutionize your kitchen.",romance,2023-05-23,Abrams,0
64c0db8f5019b7becf9b8de6,Misconceptions,Tim Rayborn,http://books.google.com/books/content?id=ThQ3EAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"What if everything you thought you knew was wrong? Well, it probably is. MISCONCEPTIONS explores some of the world’s most popular false facts and reveal unexpected truths that will shock even the most experienced brainiacs! MISCONCEPTIONS breaks down the world’s most widely believed lies, including: - You must wait 30 minutes after eating before you swim or you’ll drown. - Sugar makes children hyper. - Gum takes seven years to digest if you swallow it. - Ancient Greek sculptures were painted shades of white. - Lightning never strikes the same place twice. And that’s just scratching the surface! Deep within the pages of MISCONCEPTIONS, you’ll find pieces of information that will blow away your family, friends, and dinner date. Become the resident expert on history (Did George Washington really have wooden teeth?), wildlife (No, toads don’t really cause warts...), science (Are meteors actually on fire when they reach the Earth?), and more! With life-altering fun facts and hilarious explanations, this gift book will make learning enjoyable!",mostpopular,2021-09-07,Simon and Schuster,0
64c0db915019b7becf9b8dec,Game Fishes of North America,James Kavanagh,http://books.google.com/books/content?id=S6_9zgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Anglers across North America head out every day with rod and reel to partake in the time-honored pastime of fishing. These three beautifully illustrated guides to bass and freshwater game fish, trout and salmon and saltwater game fish are essential to every tackle box. Set is value-priced and attractively packed in an acetate bag.",mostpopular,2022-05-10,Waterford Press,0
64c0db915019b7becf9b8dee,Styles Magazine,Ofentse Ratshuku,http://books.google.com/books/content?id=cHb2DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"Styles Magazine (PTY) Ltd. Copyright subsists in all work published in this magazine. Any reproduction or adaptation, in whole or in part, without written permission of the publishers is strictly prohibited and is an act of copyright infringement which may, in certain circumstances, constitute a criminal offense.",mostpopular,2020-08-11,©Styles Inc. ,0
64c0db925019b7becf9b8df0,101 Most Popular Excel Formulas,John Michaloudis,http://books.google.com/books/content?id=qYr5zgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Learn the Most Popular Excel Formulas Ever: VLOOKUP, IF, SUMIF, INDEX/MATCH, COUNT, plus Many More! You'll learn to apply the Top Excel Formulas to make your data analysis easier.",mostpopular,2022-02-17,101 Excel Series,0
64c0db925019b7becf9b8df2,Now And Forever,Danielle Steel,http://books.google.com/books/content?id=2hEeEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"THE WORLD'S FAVOURITE STORYTELLER NEARLY ONE BILLION COPIES SOLD The perfect love . . . or the perfect lie? Jessica and Ian were a golden couple - young, glamorous, successful. And deeply in love. Until one afternoon's casual faithlessness threatened their relationship, ended their days of happiness and nights of desire. Or so it seemed. But for Jessica and Ian, the lesson of love was only just beginning . . . . An epic and romantic tale from one of the best-loved writers of all time. Perfect for fans of Penny Vincenzi, Lucinda Riley and Maeve Binchy PRAISE FOR DANIELLE STEEL: 'Emotional and gripping . . . I was left in no doubt as to the reasons behind Steel's multi-million sales around the world' DAILY MAIL 'Danielle Steel is undeniably an expert' NEW YORK TIMES",mostpopular,2021-02-18,Hachette UK,0
64c0db925019b7becf9b8df4,A General Introduction to Psychoanalysis BY Sigmund Freud,Sigmund Freud,http://books.google.com/books/content?id=6sI2EAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"♥♥ A General Introduction to Psychoanalysis BY Sigmund Freud ♥♥ A General Introduction to Psychoanalysis is a set of lectures given by Sigmund Freud 1915-17 (published 1916-17), which became the most popular and widely translated of his works. ♥♥ A General Introduction to Psychoanalysis BY Sigmund Freud ♥♥ The 28 lectures offered an elementary stock-taking of his views of the unconscious, dreams, and the theory of neuroses at the time of writing, as well as offering some new technical material to the more advanced reader. ♥♥ A General Introduction to Psychoanalysis BY Sigmund Freud ♥♥ The lectures became the most popular and widely translated of his works. However, some of the positions outlined in Introduction to Psychoanalysis would subsequently be altered or revised in Freud's later work; and in 1932 he offered a second set of seven lectures numbered from 29–35—New Introductory Lectures on Psychoanalysis—as complement (though these were never read aloud and featured a different, sometimes more polemical style of presentation). ♥♥ A General Introduction to Psychoanalysis BY Sigmund Freud ♥♥",mostpopular,2021-01-01,BEYOND BOOKS HUB,0
64c0db935019b7becf9b8df6,Manga 100,Christopher Hart,http://books.google.com/books/content?id=eTi3zgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Manga 100 is bursting with the most popular and fun-to-draw characters found in manga and anime, including schoolgirls and boys, humorous kids, fantasy characters, exotic animals, and other fan favorites. The step-by-step projects range from very simple faces and figures to more complex characters and scenes. Many of the characters showcase big emotions, a hallmark of manga, and eye-catching action poses. While drawing these varied and appealing characters, artists will learn important basics of drawing manga faces and bodies, expressions, poses, and even simplified backgrounds.",mostpopular,2022,Chris Hart Books,0
64c0db935019b7becf9b8df8,"Listen, World!",Julia Scheeres,http://books.google.com/books/content?id=J07dzgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"The first biography of Elsie Robinson, the most influential newspaper columnist you've never heard of At thirty-five, Elsie Robinson feared she'd lost it all. Reeling from a scandalous divorce in 1917, she had no means to support herself and her chronically ill son. She dreamed of becoming a writer and was willing to sacrifice everything for this goal, even swinging a pickax in a gold mine to pay the bills. When the mine shut down, she moved to the Bay Area. Armed with moxie and samples of her work, she barged into the offices of the Oakland Tribune and was hired on the spot. She went on to become a nationally syndicated columnist and household name whose column ran for over thirty years and garnered fifty million readers. Told in cinematic detail by bestselling author Julia Scheeres and award-winning journalist Allison Gilbert, Listen, World! is the inspiring story of a timeless maverick, capturing what it means to take a gamble on self-fulfillment and find freedom along the way.",mostpopular,2022-09-27,Seal Press,0
64c0dbcd006ce2d127408e44,The Little Book of Lager,Melissa Cole,http://books.google.com/books/content?id=tbP2DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"Lager – it's both the world's most loved and most maligned of beers, enjoyed by billions the world over but often sneered at by beer aficionados. But lager is much more than just generic brands. The history of styles of lager around the world is a fascinating one, full of urban myth and legend. Did you know pilsner's forebears were spawned by industrial espionage (involving syringes in umbrellas to steal yeast samples)? Or that the world-famous Louis Pasteur played a huge role in ensuring the improvement of brewing standards, especially in lager, just too annoy his German neighbours? Or that the best-selling lager in the world is 'yellow Snow'? In The Little Book of Lager, award-winning beer writer, Melissa Cole, takes you through a fun and informative romp around the world of lager and the surprising array of different styles. The book covers over 100 different lagers and takes you from the fun and frivolities of Oktoberfest to the recent rise in craft lager. Full of nuggets of trivia, fun facts, what to eat with each type and where to find them (or something that you'll enjoy equally), it's designed to reignite people's passion for an underrated beer style.",mostpopular,2020-10-15,Hardie Grant Publishing,0
64c0f51dd63e27cef042fb5f,The Design Thinking Toolbox,Michael Lewrick,http://books.google.com/books/content?id=yGrTDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"How to use the Design Thinking Tools A practical guide to make innovation happen The Design Thinking Toolbox explains the most important tools and methods to put Design Thinking into action. Based on the largest international survey on the use of design thinking, the most popular methods are described in four pages each by an expert from the global Design Thinking community. If you are involved in innovation, leadership, or design, these are tools you need. Simple instructions, expert tips, templates, and images help you implement each tool or method. Quickly and comprehensively familiarize yourself with the best design thinking tools Select the appropriate warm-ups, tools, and methods Explore new avenues of thinking Plan the agenda for different design thinking workshops Get practical application tips The Design Thinking Toolbox help innovators master the early stages of the innovation process. It’s the perfect complement to the international bestseller The Design Thinking Playbook.",mostpopular,2020-04-14,John Wiley & Sons,0
64c0f51dd63e27cef042fb61,The Kennedy Curse,James Patterson,http://books.google.com/books/content?id=pvu-DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"Now with an all-new bonus chapter - in the bestselling The Kennedy Curse, 'James Patterson applies his writerly skills to real-life history . . . re-telling the political clan's rise and fall and rise again (and fall again) with novelistic style' (People). ________________________________ Kennedys were always taught to win at all costs. And they did - but the price they paid was unimaginable . . . Across decades and generations, the Kennedys have been a family of charismatic adventurers, raised to take risks and excel. Their name is synonymous with American royalty. Their commitment to public service is legendary. But, for all the successes, the family has been blighted by assassinations, fatal accidents, drug and alcohol abuse and sex scandals. To this day, the Kennedys occupy a unique, contradictory place in the world's imagination: at once familiar and unknowable; charmed and cursed. The Kennedy Curse is a revealing, fascinating account of America's most famous family, as told by the world's most trusted storyteller. ________________________________ Also published as The House of Kennedy in the US. 'When I wrote my first novel after several non-fiction works about politics, James Patterson lovingly lambasted me for infringing on his thriller territory. Now I know how he feels as he crosses into non-fiction politics with this juicy and entertaining look at a political family that continues to wield power and influence. He's too good - it isn't fair!' JAKE TAPPER, CNN anchor and author of The Hellfire Club",mostpopular,2020-04-13,Random House,0
64c0f51ed63e27cef042fb64,Brave New World: Aldous Huxley's Most Popular Dystopian Classic Novel,Aldous Huxley,http://books.google.com/books/content?id=O8_WDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"Brave New World (1932) is a dystopian novel by Aldous Huxley. Set in the London of AD 2540 (632 A.F. in the book), the novel anticipates developments in reproductive technology and sleep-learning that combine to change society. The general idea is a World Government manipulates people so as to make them easier to govern. They are split into five castes, hatched by the state to fill preset positions in society. The lower castes, which are clones, are treated with chemicals to arrest their mental and physical development The civil libertarians and rationalists who are ever on the alert to oppose tyranny 'failed to take into account man's almost infinite appetite for distractions.'In 'Nineteen Eighty-Four' people are controlled by inflicting pain. In 'Brave New World' people are controlled by inflicting pleasure. In short, Orwell feared that what we hate will ruin us. Huxley feared that what we love will ruin us. Aldous Leonard Huxley (July 26, 1894- November 22, 1963) was a British writer who emigrated to the United States. He was a member of the famous Huxley family who produced a number of brilliant scientific minds. Best known for his novels and wide-ranging output of essays, he also published short stories, poetry, travel writing, and film stories and scripts. Through his novels and essays Huxley functioned as an examiner and sometimes critic of social mores, societal norms and ideals, and possible misapplications of science in human life.",mostpopular,2020-04-03,Prabhat Prakashan,0
64c0f51ed63e27cef042fb66,A Social Media Survival Guide,Melody Karle,http://books.google.com/books/content?id=H3e7DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"The every person's guide to social media... how to use it and what never to do. Are you trying to figure out how to safely use social media but finding yourself struggling? Here’s a book specifically designed to help regular people figure out social media platforms. It begins with a chapter about social media basics: how they normally work, why people use them, and general safety tips. It is easy to get confused by the large number of options that are out there so this book breaks down each major network into its own chapter. Chapters are included for: Facebook Snapchat Pinterest LinkedIn Instagram YouTube Twitter Reddit, and Tumblr. Because each social media platform has its their own rules, benefits, and challenges, each chapter gives a summary of the platform and tells the reader why people use it. Next, each chapter has a glossary of terms to explain language and slang that are used. This will help people who are new to social media learn about terminology like subreddits, retweets, and more. If readers decide to use the platform (or already use it and want to learn more), each chapter guides users through a “how-to” of using each platform. This includes the basic functionality, setting up profiles, settings, and odd features that even current users may not know about. Privacy and safety are also covered, with a platform-specific section devoted to these important issues in each chapter. Two final chapters cover other notable social media platforms that readers might want to know about and archiving tips for saving social media posts and information. This book can help people new to social media, people joining new social media, and people who are already on but want to learn how to better manage and protect their accounts.",mostpopular,2020-03-15,Rowman & Littlefield Publishers,0
64c0f51ed63e27cef042fb68,Shrubs and Hedges,Eva Monheim,http://books.google.com/books/content?id=gk7UDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"A practical, ordinary person's guide to choosing, planting, and caring for the world's most popular plants, Shrubs & Hedges delivers all the know-how you'll need to grow beautiful, healthy shrubs. Whether they're flowering shrubs or evergreen hedges, these long-lived plants fill a lot of space in our landscapes; yet they don't capture as much attention as perennials, annuals, and even trees. The front doors and picture windows of millions of houses world-wide are adorned by shrubs. Despite their ubiquity, selecting and maintaining shrubs remains a mystery to many. Shrubs are all-too-often inappropriately pruned into ""meatball"" shapes, or alternatively, left to become an overgrown tangle of branches. But as you'll discover in the pages of Shrubs & Hedges, when cared for properly, these workhorse plants have much to offer. They mask foundations, delineate property lines, increase privacy, stabilize soils, provide food for wildlife, and add beauty and interest to the landscape. It’s time for shrubs to take center stage. Shrubs & Hedges eliminates the ambiguities of shrub selection and care by offering: Advice on how to pick the best shrubs for your growing conditions Plant profiles of both dependable classic shrubs and new rising stars Step-by-step propagation instructions for making more shrubs—for free! Shrub identification tips A lesson on the value of hedges and hedgerows The best shrubs for pollinators and other wildlife Pruning illustrations and tips to maximize shrub performance and health Tips for designing with shrubs Drawing on her decades of experience in the plant-care and landscape industries, author and horticulture educator Eva Monheim proves you don’t have to be a “gardener” to see the value in this extensive group of plants.",mostpopular,2020-03-03,Cool Springs Press,0
64c0f566cef8dd475304fb5b,Miep and the Most Famous Diary,Meeg Pincus,http://books.google.com/books/content?id=i-6NDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"The story of Anne Frank and her diary is one of the world's most important and well-known, but less is known about the woman who sheltered Anne and her family for years and, ultimately, rescued Anne's diary from Nazi clutches. Miep Gies was a woman who rose to bravery when humanity needed it and risked everything for her neighbors. It is because of Miep we know Anne Frank--and now, this is Miep's story.",mostpopular,2019-08-15,Sleeping Bear Press,0
64c0f56acef8dd475304fb60,100 Most Popular Songs for Fingerpicking Guitar,Hal Leonard Corp.,http://books.google.com/books/content?id=esWlDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"(Guitar Solo). This massive collection will keep you fingerpicking for days! It features a fun and diverse collection of 100 great arrangements of classic songs like: Africa * Ain't No Sunshine * Babe, I'm Gonna Leave You * Blackbird * Brave * Careless Whisper * City of Stars * Crazy * Creep * Despacito * Dust in the Wind * Every Breath You Take * Fire and Rain * Free Fallin' * Fur Elise, WoO 59 * Good Riddance (Time of Your Life) * Havana * Hey, Soul Siter * I'm Yours * Imagine * James Bond Theme * Lean on Me * Love Yourself * Mrs. Robinson * The Pink Panther * Shape of You * She's Got a Way * Smells like Teen Spirit * The Sound of Silence * Stairway to Heaven * Take Me Home, Country Roads * Thinking Out Loud * Time After Time * Unchained Melody * We Are the Champions * Wonderwall * Yesterday * Your Song * and more!",mostpopular,2019-07-01,Hal Leonard,0
64c0f670705fe416519aad92,Mandated Corporate Social Responsibility,Nayan Mitra,http://books.google.com/books/content?id=1vGrDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"This book examines the Indian mandate for Corporate Social Responsibility (CSR) and its implementations in various individual organizations. Although the mandate is applicable only to certain large and stable companies, many believe that India is poised to become the birthplace of social, economic and environmental transformation, given the immense size of the Indian population and its challenging socio-economic index. The book explores the various facets of CSR investigation and places special emphasis on the Schedule VII of the Indian Companies Act of 2013, which defines specific areas of intervention for these companies. In addition, it provides a wealth of first-hand case studies that exemplify the ongoing developments and the fundamental challenges and opportunities of mandated CSR.",mostpopular,2019-08-28,Springer Nature,0
64c0f673705fe416519aad96,Daily Life of U.S. Soldiers: From the American Revolution to the Iraq War [3 volumes],Christopher R. Mortenson,http://books.google.com/books/content?id=zjSZDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"What was life really like for U.S. soldiers during America's wars? Were they conscripted or did they volunteer? What did they eat, wear, believe, think, and do for fun? Most important, how did they deal with the rigors of combat and coming home? This comprehensive book will answer all of those questions and much more, with separate chapters on the American Revolution, the War of 1812, the Mexican-American War, the Civil War, the Indian Wars, the Spanish-American War, World War I, World War II in Europe, World War II in the Pacific, the Cold War, the Korean War, the Vietnam War, the Persian Gulf War, the Afghanistan War and War on Terror, and the Iraq War. Each chapter includes such topical sections as Conscription and Volunteers, Training, Religion, Pop Culture, Weaponry, Combat, Special Forces, Prisoners of War, Homefront, and Veteran Issues. This work also examines the role of minorities and women in each conflict as well as delves into the disciplinary problems in the military, including alcoholism, drugs, crimes, and desertion. Selected primary sources, bibliographies, and timelines complement the topical sections of each chapter.",mostpopular,2019-06-14,ABC-CLIO,0
64c0f674705fe416519aad98,An Integrated Approach to Communication Theory and Research,Don W. Stacks,http://books.google.com/books/content?id=uCGNDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"This new edition provides a comprehensive overview of current theory and research written by the top theorists and researchers in each area. It has been updated to address the growing influence of technology, changing relationships, and several growing integrated approaches to communication and includes seven new chapters on: ■ Digital Media ■ Media Effects ■ Privacy ■ Dark Side ■ Applied Communication ■ Relational Communication ■ Instructional Communication ■ Communication and the Law The book continues to be essential reading for students and faculty who want a thorough overview of contemporary communication theory and research.",mostpopular,2019-03-14,Routledge,0
64c0f674705fe416519aad9a,Help Your Kids with Computer Science (Key Stages 1-5),DK,http://books.google.com/books/content?id=kT9VDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"Perfect for home learning, this visual guide to computers, the Internet, and social media uses step-by-step diagrams and graphics to explore how kids can get the most from computers while staying safe. Covering everything from data to digital life, from computer coding to cyber attacks, this unique guide gives parents and kids the most up-to-date and comprehensive facts and information in a visually appealing way. It examines the technical aspects of computers, such as how they function, the latest digital devices and software, and how the Internet works. It also builds the confidence of parents and kids when facing challenges such as staying safe online, digital etiquette, and how to navigate the potential pitfalls of social media. Jargon-free language helps to explain difficult and potentially dread-inducing concepts such as hacking, Bitcoin, and malware, while colorful graphics help make learning about the world of computer science exciting. For those who want to make the most out of the digital world, Help Your Kids with Computer Science is the perfect platform to discover more. Series Overview: DK's bestselling Help Your Kids With series contains crystal-clear visual breakdowns of important subjects. Simple graphics and jargon-free text are key to making this series a user-friendly resource for frustrated parents who want to help their children get the most out of school.",mostpopular,2018-07-05,Dorling Kindersley Ltd,0
64c0f675705fe416519aad9c,Nigerian Cookbook for Beginners,Chy Anegbu,http://books.google.com/books/content?id=5lgbzgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"This Nigerian cookbook explains how to make some of the most popular Nigerian foods using detailed step by step recipes and over 400 images. The focus was on native Nigerian food recipes that anyone anywhere could follow to make exact replicas of the foods in view. You will find recipes for: 12 Nigerian rice recipes 12 Nigerian soup recipes 11 Nigerian small chops/Pastries 5 Nigerian drink recipes 5 Nigerian yam recipes 4 Nigerian breakfast recipes 8 General Nigerian Recipes 4 swallow recipes There is more: Understanding and identifying Nigerian food ingredients has been a challenge for most people. In this Nigerian cookbook, ample space was given not only to showcase some of the most popular Nigerian food ingredients but also to explain their uses in Nigerian recipes. Whether you are new to Nigerian cooking or you are already a pro but looking to up your game, this cookbook features close to 70 different recipes from around Nigeria. There are so many options for you to choose from. You will find recipes for some of the most popular Nigerian foods Jollof rice, Fried rice, Tomato stew, Egusi soup, Porridge yam, Ewedu soup, Ukwa (breadfruit), Ofada sauce, Coconut rice, Pepper sauce, Oha soup, Ogbono soup, Miyan kuka, Nsala soup, Pap and fries, Edikaikong soup, Okro soup, Pepper soup, Porridge beans, Abacha (African salad), Moi moi, Carrot stew, Gbegiri soup, Eba, Pounded yam, Tuwo shinkafa, Meat pies, Chin chin, Egg rolls, Doughnuts, Gizdodo, Suya, Ewa agoyin, Akara (beans cake), Zobo drink, and over 30 others. My name is Chy Anegbu, I am an avid food blogger and have written thousands of articles about Nigerian foods. Over the last 12 years, I have made over one thousand pots of Nigerian foods and taken thousands of food photographs. Nigerian cookbook for beginners was written to share some of my most amazing recipes using methods that anybody would understand and easily resonate with.",mostpopular,2020-11-27,Independently Published,0
